OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedAllDoses,CombinedAllDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
2308,2022/01/14 15:00:00+00,65 and Older,319,886416,123,807219,7,53619,449,1100025,130,642945
2309,2022/01/15 15:00:00+00,65 and Older,128,886544,42,807261,6,53625,176,1100201,48,642993
2310,2022/01/16 15:00:00+00,65 and Older,58,886602,20,807281,,53625,,1100201,,642993
2311,2022/01/17 15:00:00+00,65 and Older,127,886729,64,807345,1,53626,192,1100393,65,643058
2312,2022/01/18 15:00:00+00,65 and Older,212,886941,126,807471,5,53631,343,1100736,131,643189
2313,2022/01/19 15:00:00+00,65 and Older,258,887199,170,807641,7,53638,435,1101171,177,643366
2314,2022/01/20 15:00:00+00,65 and Older,200,887399,90,807731,6,53644,296,1101467,96,643462
2315,2022/01/21 15:00:00+00,65 and Older,204,887603,89,807820,2,53646,295,1101762,91,643553
2316,2022/01/22 15:00:00+00,65 and Older,117,887720,37,807857,1,53647,155,1101917,38,643591
2317,2022/01/23 15:00:00+00,65 and Older,70,887790,39,807896,3,53650,112,1102029,42,643633
2318,2022/01/24 15:00:00+00,65 and Older,208,887998,101,807997,3,53653,312,1102341,104,643737
2319,2022/01/25 15:00:00+00,65 and Older,236,888234,113,808110,6,53659,355,1102696,119,643856
2320,2022/01/26 15:00:00+00,65 and Older,205,888439,124,808234,6,53665,335,1103031,130,643986
2321,2022/01/27 15:00:00+00,65 and Older,199,888638,124,808358,2,53667,325,1103356,126,644112
2322,2022/01/28 15:00:00+00,65 and Older,201,888839,111,808469,5,53672,317,1103673,116,644228
2323,2022/01/29 15:00:00+00,65 and Older,61,888900,28,808497,,53672,,1103673,,644228
2324,2022/01/30 15:00:00+00,65 and Older,53,888953,30,808527,,53672,,1103673,,644228
2325,2022/01/31 15:00:00+00,65 and Older,153,889106,126,808653,4,53676,283,1103956,130,644358
2326,2022/02/01 15:00:00+00,65 and Older,147,889253,111,808764,6,53682,264,1104220,117,644475
2327,2022/02/02 15:00:00+00,65 and Older,153,889406,118,808882,5,53687,276,1104496,123,644598
2328,2022/02/03 15:00:00+00,65 and Older,161,889567,116,808998,6,53693,283,1104779,122,644720
2329,2022/02/04 15:00:00+00,65 and Older,129,889696,123,809121,4,53697,256,1105035,127,644847
2330,2022/02/05 15:00:00+00,65 and Older,72,889768,61,809182,7,53704,140,1105175,68,644915
2331,2022/02/06 15:00:00+00,65 and Older,39,889807,26,809208,,53704,,1105175,,644915
2332,2022/02/07 15:00:00+00,65 and Older,123,889930,121,809329,4,53708,248,1105423,125,645040
2333,2022/02/08 15:00:00+00,65 and Older,141,890071,94,809423,3,53711,238,1105661,97,645137
2334,2022/02/09 15:00:00+00,65 and Older,126,890197,119,809542,10,53721,255,1105916,129,645266
2335,2022/02/10 15:00:00+00,65 and Older,132,890329,113,809655,2,53723,247,1106163,115,645381
2336,2022/02/11 15:00:00+00,65 and Older,132,890461,107,809762,11,53734,250,1106413,118,645499
2337,2022/02/12 15:00:00+00,65 and Older,59,890520,46,809808,3,53737,108,1106521,49,645548
2338,2022/02/13 15:00:00+00,65 and Older,25,890545,24,809832,1,53738,50,1106571,25,645573
2339,2022/02/14 15:00:00+00,65 and Older,71,890616,73,809905,4,53742,148,1106719,77,645650
2340,2022/02/15 15:00:00+00,65 and Older,99,890715,106,810011,2,53744,207,1106926,108,645758
2341,2022/02/16 15:00:00+00,65 and Older,111,890826,95,810106,8,53752,214,1107140,103,645861
2342,2022/02/17 15:00:00+00,65 and Older,98,890924,101,810207,2,53754,201,1107341,103,645964
2343,2022/02/18 15:00:00+00,65 and Older,106,891030,101,810308,3,53757,210,1107551,104,646068
2344,2022/02/19 15:00:00+00,65 and Older,46,891076,41,810349,,53757,,1107551,,646068
2345,2022/02/20 15:00:00+00,65 and Older,29,891105,26,810375,2,53759,57,1107608,28,646096
2346,2022/02/21 15:00:00+00,65 and Older,77,891182,73,810448,2,53761,152,1107760,75,646171
2347,2022/02/22 15:00:00+00,65 and Older,101,891283,85,810533,3,53764,189,1107949,88,646259
2348,2022/02/23 15:00:00+00,65 and Older,93,891376,79,810612,5,53769,177,1108126,84,646343
2349,2022/02/24 15:00:00+00,65 and Older,100,891476,82,810694,1,53770,183,1108309,83,646426
2350,2022/02/25 15:00:00+00,65 and Older,107,891583,68,810762,5,53775,180,1108489,73,646499
2351,2022/02/26 15:00:00+00,65 and Older,52,891635,41,810803,1,53776,94,1108583,42,646541
2352,2022/02/27 15:00:00+00,65 and Older,21,891656,20,810823,2,53778,43,1108626,22,646563
2353,2022/02/28 15:00:00+00,65 and Older,77,891733,62,810885,3,53781,142,1108768,65,646628
2354,2022/03/01 15:00:00+00,65 and Older,99,891832,71,810956,3,53784,173,1108941,74,646702
2355,2022/03/02 15:00:00+00,65 and Older,71,891903,75,811031,5,53789,151,1109092,80,646782
2356,2022/03/03 15:00:00+00,65 and Older,72,891975,65,811096,5,53794,142,1109234,70,646852
2357,2022/03/04 15:00:00+00,65 and Older,83,892058,64,811160,2,53796,149,1109383,66,646918
2358,2022/03/05 15:00:00+00,65 and Older,41,892099,21,811181,2,53798,64,1109447,23,646941
2359,2022/03/06 15:00:00+00,65 and Older,17,892116,12,811193,1,53799,30,1109477,13,646954
2360,2022/03/07 15:00:00+00,65 and Older,50,892166,54,811247,3,53802,107,1109584,57,647011
2361,2022/03/08 15:00:00+00,65 and Older,76,892242,51,811298,3,53805,130,1109714,54,647065
2362,2022/03/09 15:00:00+00,65 and Older,65,892307,43,811341,6,53811,114,1109828,49,647114
2363,2022/03/10 15:00:00+00,65 and Older,66,892373,66,811407,3,53814,135,1109963,69,647183
2364,2022/03/11 15:00:00+00,65 and Older,59,892432,56,811463,,53814,,1109963,,647183
2365,2022/03/12 15:00:00+00,65 and Older,15,892447,18,811481,1,53815,34,1109997,19,647202
2366,2022/03/13 15:00:00+00,65 and Older,14,892461,6,811487,,53815,,1109997,,647202
2367,2022/03/14 15:00:00+00,65 and Older,48,892509,34,811521,4,53819,86,1110083,38,647240
2368,2022/03/15 15:00:00+00,65 and Older,61,892570,49,811570,1,53820,111,1110194,50,647290
2369,2022/03/16 15:00:00+00,65 and Older,67,892637,43,811613,2,53822,112,1110306,45,647335
2370,2022/03/17 15:00:00+00,65 and Older,63,892700,45,811658,2,53824,110,1110416,47,647382
2371,2022/03/18 15:00:00+00,65 and Older,61,892761,59,811717,3,53827,123,1110539,62,647444
2372,2022/03/19 15:00:00+00,65 and Older,48,892809,26,811743,1,53828,75,1110614,27,647471
2373,2022/03/20 15:00:00+00,65 and Older,23,892832,17,811760,,53828,,1110614,,647471
2374,2022/03/21 15:00:00+00,65 and Older,69,892901,39,811799,,53828,,1110614,,647471
2375,2022/03/22 15:00:00+00,65 and Older,67,892968,60,811859,3,53831,130,1110744,63,647534
2376,2022/03/23 15:00:00+00,65 and Older,74,893042,50,811909,2,53833,126,1110870,52,647586
2377,2022/03/24 15:00:00+00,65 and Older,48,893090,60,811969,3,53836,111,1110981,63,647649
2378,2022/03/25 15:00:00+00,65 and Older,53,893143,49,812018,1,53837,103,1111084,50,647699
2379,2022/03/26 15:00:00+00,65 and Older,38,893181,17,812035,,53837,,1111084,,647699
2380,2022/03/27 15:00:00+00,65 and Older,18,893199,19,812054,,53837,,1111084,,647699
2381,2022/03/28 15:00:00+00,65 and Older,56,893255,45,812099,1,53838,102,1111186,46,647745
2382,2022/03/29 15:00:00+00,65 and Older,92,893347,83,812182,4,53842,179,1111365,87,647832
2383,2022/03/30 15:00:00+00,65 and Older,141,893488,216,812398,1,53843,358,1111723,217,648049
2384,2022/03/31 15:00:00+00,65 and Older,239,893727,312,812710,5,53848,556,1112279,317,648366
