OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedAllDoses,CombinedAllDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
333,2021/03/10 15:00:00+00,18-49,8762,380514,4683,239751,3103,16073,16548,113137,7786,48650
334,2021/03/11 15:00:00+00,18-49,12000,392514,3957,243708,1160,17233,17117,130254,5117,53767
335,2021/03/12 15:00:00+00,18-49,12084,404598,5399,249107,884,18117,18367,148621,6283,60050
336,2021/03/13 15:00:00+00,18-49,8815,413413,2855,251962,505,18622,12175,160796,3360,63410
337,2021/03/14 15:00:00+00,18-49,7616,421029,1935,253897,408,19030,9959,170755,2343,65753
338,2021/03/15 15:00:00+00,18-49,12425,433454,2819,256716,214,19244,15458,186213,3033,68786
339,2021/03/16 15:00:00+00,18-49,12815,446269,3375,260091,190,19434,16380,202593,3565,72351
340,2021/03/17 15:00:00+00,18-49,13837,460106,4371,264462,512,19946,18720,221313,4883,77234
341,2021/03/18 15:00:00+00,18-49,16875,476981,3650,268112,574,20520,21099,242412,4224,81458
342,2021/03/19 15:00:00+00,18-49,15104,492085,3770,271882,383,20903,19257,261669,4153,85611
343,2021/03/20 15:00:00+00,18-49,11220,503305,3215,275097,279,21182,14714,276383,3494,89105
344,2021/03/21 15:00:00+00,18-49,9023,512328,2333,277430,154,21336,11510,287893,2487,91592
345,2021/03/22 15:00:00+00,18-49,14058,526386,3228,280658,284,21620,17570,305463,3512,95104
346,2021/02/02 15:00:00+00,50-64,2146,121975,4131,38841,,0,,0,,0
347,2021/02/03 15:00:00+00,50-64,3241,125216,5743,44584,,0,,0,,0
348,2021/02/04 15:00:00+00,50-64,4101,129317,4932,49516,,0,,0,,0
349,2021/02/05 15:00:00+00,50-64,3640,132957,5182,54698,,0,,0,,0
350,2021/02/06 15:00:00+00,50-64,2104,135061,1856,56554,,0,,0,,0
351,2021/02/07 15:00:00+00,50-64,1092,136153,482,57036,,0,,0,,0
352,2021/02/08 15:00:00+00,50-64,2179,138332,3555,60591,,0,,0,,0
353,2021/02/09 15:00:00+00,50-64,2784,141116,3528,64119,,0,,0,,0
354,2021/02/10 15:00:00+00,50-64,3172,144288,5400,69519,,0,,0,,0
355,2021/02/11 15:00:00+00,50-64,4036,148324,4232,73751,,0,,0,,0
356,2021/02/12 15:00:00+00,50-64,4139,152463,4913,78664,,0,,0,,0
357,2021/02/13 15:00:00+00,50-64,2092,154555,1107,79771,,0,,0,,0
358,2021/02/14 15:00:00+00,50-64,1405,155960,481,80252,,0,,0,,0
359,2021/02/15 15:00:00+00,50-64,1896,157856,2298,82550,,0,,0,,0
360,2021/02/16 15:00:00+00,50-64,3336,161192,3744,86294,,0,,0,,0
361,2021/02/17 15:00:00+00,50-64,4302,165494,5007,91301,,0,,0,,0
362,2021/02/18 15:00:00+00,50-64,736,166230,1048,92349,,0,,0,,0
363,2021/02/19 15:00:00+00,50-64,1902,168132,4153,96502,,0,,0,,0
364,2021/02/20 15:00:00+00,50-64,1952,170084,3629,100131,,0,,0,,0
365,2021/02/21 15:00:00+00,50-64,1057,171141,1025,101156,,0,,0,,0
366,2021/02/22 15:00:00+00,50-64,1474,172615,2942,104098,,0,,0,,0
367,2021/02/23 15:00:00+00,50-64,2979,175594,2367,106465,,0,,0,,0
368,2021/02/24 15:00:00+00,50-64,3847,179441,3805,110270,,0,,0,,0
369,2021/02/25 15:00:00+00,50-64,3717,183158,4400,114670,,0,,0,,0
370,2021/02/26 15:00:00+00,50-64,4629,187787,4846,119516,,0,,0,,0
371,2021/02/27 15:00:00+00,50-64,3430,191217,1885,121401,,0,,0,,0
372,2021/02/28 15:00:00+00,50-64,3314,194531,872,122273,,0,,0,,0
373,2021/03/01 15:00:00+00,50-64,6527,201058,1864,124137,,0,,0,,0
374,2021/03/02 15:00:00+00,50-64,5106,206164,2153,126290,17,17,7276,7276,2170,2170
375,2021/03/03 15:00:00+00,50-64,6733,212897,3313,129603,79,96,10125,17401,3392,5562
376,2021/03/04 15:00:00+00,50-64,6622,219519,3124,132727,1045,1141,10791,28192,4169,9731
377,2021/03/05 15:00:00+00,50-64,6364,225883,3755,136482,1011,2152,11130,39322,4766,14497
378,2021/03/06 15:00:00+00,50-64,4455,230338,2006,138488,1671,3823,8132,47454,3677,18174
379,2021/03/07 15:00:00+00,50-64,2719,233057,885,139373,1826,5649,5430,52884,2711,20885
380,2021/03/08 15:00:00+00,50-64,5767,238824,1672,141045,2103,7752,9542,62426,3775,24660
381,2021/03/09 15:00:00+00,50-64,6174,244998,2846,143891,2014,9766,11034,73460,4860,29520
382,2021/03/10 15:00:00+00,50-64,7344,252342,3126,147017,2312,12078,12782,86242,5438,34958
383,2021/03/11 15:00:00+00,50-64,9626,261968,2905,149922,1015,13093,13546,99788,3920,38878
384,2021/03/12 15:00:00+00,50-64,9695,271663,3394,153316,853,13946,13942,113730,4247,43125
385,2021/03/13 15:00:00+00,50-64,6686,278349,2004,155320,659,14605,9349,123079,2663,45788
386,2021/03/14 15:00:00+00,50-64,5475,283824,1258,156578,363,14968,7096,130175,1621,47409
387,2021/03/15 15:00:00+00,50-64,9149,292973,1995,158573,194,15162,11338,141513,2189,49598
388,2021/03/16 15:00:00+00,50-64,9906,302879,2562,161135,250,15412,12718,154231,2812,52410
389,2021/03/17 15:00:00+00,50-64,10886,313765,3199,164334,405,15817,14490,168721,3604,56014
390,2021/03/18 15:00:00+00,50-64,12942,326707,2484,166818,431,16248,15857,184578,2915,58929
391,2021/03/19 15:00:00+00,50-64,12349,339056,2536,169354,391,16639,15276,199854,2927,61856
392,2021/03/20 15:00:00+00,50-64,8593,347649,2140,171494,276,16915,11009,210863,2416,64272
393,2021/03/21 15:00:00+00,50-64,6931,354580,1560,173054,126,17041,8617,219480,1686,65958
394,2021/03/22 15:00:00+00,50-64,12110,366690,2354,175408,326,17367,14790,234270,2680,68638
395,2021/04/03 15:00:00+00,12-17,601,9425,127,1928,8,44,736,5997,135,950
396,2021/04/04 15:00:00+00,12-17,226,9651,90,2018,,44,,5997,,950
397,2021/04/05 15:00:00+00,12-17,845,10496,140,2158,3,47,988,6985,143,1093
398,2021/04/06 15:00:00+00,12-17,1156,11652,148,2306,3,50,1307,8292,151,1244
399,2021/04/07 15:00:00+00,12-17,1199,12851,221,2527,8,58,1428,9720,229,1473
400,2021/04/08 15:00:00+00,12-17,1220,14071,218,2745,8,66,1446,11166,226,1699
401,2021/04/09 15:00:00+00,12-17,1083,15154,199,2944,2,68,1284,12450,201,1900
402,2021/04/10 15:00:00+00,12-17,1422,16576,258,3202,2,70,1682,14132,260,2160
403,2021/04/11 15:00:00+00,12-17,1066,17642,155,3357,1,71,1222,15354,156,2316
404,2021/04/12 15:00:00+00,12-17,972,18614,256,3613,3,74,1231,16585,259,2575
405,2021/04/13 15:00:00+00,12-17,1826,20440,288,3901,,74,,16585,,2575
406,2021/04/14 15:00:00+00,12-17,2418,22858,331,4232,,74,,16585,,2575
407,2021/04/15 15:00:00+00,12-17,1580,24438,254,4486,1,75,1835,18420,255,2830
408,2021/04/16 15:00:00+00,12-17,1971,26409,260,4746,,75,,18420,,2830
409,2021/04/17 15:00:00+00,12-17,2561,28970,221,4967,,75,,18420,,2830
410,2021/04/18 15:00:00+00,12-17,2090,31060,244,5211,,75,,18420,,2830
411,2021/04/19 15:00:00+00,12-17,1344,32404,424,5635,,75,,18420,,2830
412,2021/04/20 15:00:00+00,12-17,1543,33947,488,6123,,75,,18420,,2830
413,2021/04/21 15:00:00+00,12-17,3010,36957,742,6865,,75,,18420,,2830
414,2021/04/22 15:00:00+00,12-17,1783,38740,474,7339,,75,,18420,,2830
415,2021/04/23 15:00:00+00,12-17,1961,40701,672,8011,,75,,18420,,2830
416,2021/04/24 15:00:00+00,12-17,2183,42884,583,8594,,75,,18420,,2830
417,2021/04/25 15:00:00+00,12-17,1812,44696,208,8802,,75,,18420,,2830
418,2021/04/26 15:00:00+00,12-17,1455,46151,674,9476,,75,,18420,,2830
419,2021/04/27 15:00:00+00,12-17,1515,47666,873,10349,,75,,18420,,2830
420,2021/04/28 15:00:00+00,12-17,2787,50453,1232,11581,,75,,18420,,2830
421,2021/04/29 15:00:00+00,12-17,1648,52101,1112,12693,,75,,18420,,2830
422,2021/04/30 15:00:00+00,12-17,1680,53781,1007,13700,2,77,2689,21109,1009,3839
423,2021/05/01 15:00:00+00,12-17,1595,55376,1451,15151,,77,,21109,,3839
424,2021/05/02 15:00:00+00,12-17,723,56099,951,16102,1,78,1675,22784,952,4791
425,2021/05/03 15:00:00+00,12-17,774,56873,1112,17214,,78,,22784,,4791
426,2021/05/04 15:00:00+00,12-17,1023,57896,1687,18901,,78,,22784,,4791
427,2021/05/05 15:00:00+00,12-17,1947,59843,2426,21327,,78,,22784,,4791
428,2021/05/06 15:00:00+00,12-17,902,60745,1472,22799,,78,,22784,,4791
429,2021/05/07 15:00:00+00,12-17,956,61701,2042,24841,,78,,22784,,4791
430,2021/05/08 15:00:00+00,12-17,862,62563,2518,27359,,78,,22784,,4791
431,2021/05/09 15:00:00+00,12-17,490,63053,1204,28563,,78,,22784,,4791
432,2021/05/10 15:00:00+00,12-17,508,63561,1550,30113,1,79,2059,24843,1551,6342
433,2021/05/11 15:00:00+00,12-17,814,64375,1594,31707,,79,,24843,,6342
434,2021/05/12 15:00:00+00,12-17,1945,66320,2937,34644,2,81,4884,29727,2939,9281
435,2021/05/13 15:00:00+00,12-17,10996,77316,1902,36546,,81,,29727,,9281
436,2021/05/14 15:00:00+00,12-17,10657,87973,1703,38249,,81,,29727,,9281
437,2021/05/15 15:00:00+00,12-17,11920,99893,1931,40180,1,82,13852,43579,1932,11213
438,2021/05/16 15:00:00+00,12-17,4365,104258,1662,41842,,82,,43579,,11213
439,2021/05/17 15:00:00+00,12-17,7066,111324,1551,43393,,82,,43579,,11213
440,2021/05/18 15:00:00+00,12-17,8710,120034,1731,45124,,82,,43579,,11213
441,2021/05/19 15:00:00+00,12-17,14000,134034,2677,47801,,82,,43579,,11213
442,2021/05/20 15:00:00+00,12-17,6879,140913,1637,49438,,82,,43579,,11213
443,2021/05/21 15:00:00+00,12-17,6764,147677,1976,51414,,82,,43579,,11213
444,2022/02/02 15:00:00+00,11 and Under,922,225462,1749,178278,2,49,2673,66427,1751,33751
445,2022/02/03 15:00:00+00,11 and Under,803,226265,1780,180058,,49,,66427,,33751
446,2022/02/04 15:00:00+00,11 and Under,640,226905,2103,182161,,49,,66427,,33751
447,2022/02/05 15:00:00+00,11 and Under,490,227395,1460,183621,,49,,66427,,33751
448,2022/02/06 15:00:00+00,11 and Under,214,227609,542,184163,,49,,66427,,33751
449,2022/02/07 15:00:00+00,11 and Under,474,228083,941,185104,,49,,66427,,33751
450,2022/02/08 15:00:00+00,11 and Under,522,228605,1254,186358,,49,,66427,,33751
451,2022/02/09 15:00:00+00,11 and Under,591,229196,1441,187799,3,52,2035,68462,1444,35195
452,2022/02/10 15:00:00+00,11 and Under,573,229769,1240,189039,,52,,68462,,35195
453,2022/02/11 15:00:00+00,11 and Under,580,230349,1542,190581,,52,,68462,,35195
454,2022/02/12 15:00:00+00,11 and Under,445,230794,1078,191659,,52,,68462,,35195
455,2022/02/13 15:00:00+00,11 and Under,131,230925,392,192051,,52,,68462,,35195
456,2022/02/14 15:00:00+00,11 and Under,298,231223,862,192913,,52,,68462,,35195
457,2022/02/15 15:00:00+00,11 and Under,393,231616,1030,193943,,52,,68462,,35195
458,2022/02/16 15:00:00+00,11 and Under,463,232079,1085,195028,3,55,1551,70013,1088,36283
459,2022/02/17 15:00:00+00,11 and Under,424,232503,946,195974,,55,,70013,,36283
460,2022/02/18 15:00:00+00,11 and Under,571,233074,1026,197000,,55,,70013,,36283
461,2022/02/19 15:00:00+00,11 and Under,354,233428,656,197656,,55,,70013,,36283
462,2022/02/20 15:00:00+00,11 and Under,186,233614,274,197930,,55,,70013,,36283
463,2022/02/21 15:00:00+00,11 and Under,374,233988,597,198527,,55,,70013,,36283
464,2022/02/22 15:00:00+00,11 and Under,417,234405,790,199317,,55,,70013,,36283
465,2022/02/23 15:00:00+00,11 and Under,356,234761,805,200122,2,57,1163,71176,807,37090
466,2022/02/24 15:00:00+00,11 and Under,459,235220,725,200847,,57,,71176,,37090
467,2022/02/25 15:00:00+00,11 and Under,454,235674,742,201589,,57,,71176,,37090
468,2022/02/26 15:00:00+00,11 and Under,343,236017,490,202079,,57,,71176,,37090
469,2022/02/27 15:00:00+00,11 and Under,122,236139,173,202252,,57,,71176,,37090
470,2022/02/28 15:00:00+00,11 and Under,271,236410,443,202695,,57,,71176,,37090
471,2022/03/01 15:00:00+00,11 and Under,406,236816,487,203182,,57,,71176,,37090
472,2022/03/02 15:00:00+00,11 and Under,349,237165,471,203653,2,59,822,71998,473,37563
473,2022/03/03 15:00:00+00,11 and Under,368,237533,509,204162,,59,,71998,,37563
474,2022/03/04 15:00:00+00,11 and Under,420,237953,539,204701,,59,,71998,,37563
475,2022/03/05 15:00:00+00,11 and Under,253,238206,370,205071,,59,,71998,,37563
476,2022/03/06 15:00:00+00,11 and Under,113,238319,136,205207,,59,,71998,,37563
477,2022/03/07 15:00:00+00,11 and Under,221,238540,241,205448,,59,,71998,,37563
478,2022/03/08 15:00:00+00,11 and Under,306,238846,351,205799,,59,,71998,,37563
479,2022/03/09 15:00:00+00,11 and Under,276,239122,400,206199,1,60,677,72675,401,37964
480,2022/03/10 15:00:00+00,11 and Under,280,239402,385,206584,,60,,72675,,37964
481,2022/03/11 15:00:00+00,11 and Under,339,239741,544,207128,,60,,72675,,37964
482,2022/03/12 15:00:00+00,11 and Under,112,239853,228,207356,,60,,72675,,37964
483,2022/03/13 15:00:00+00,11 and Under,88,239941,155,207511,,60,,72675,,37964
484,2022/03/14 15:00:00+00,11 and Under,181,240122,289,207800,,60,,72675,,37964
485,2022/03/15 15:00:00+00,11 and Under,260,240382,332,208132,,60,,72675,,37964
486,2022/03/16 15:00:00+00,11 and Under,245,240627,365,208497,1,61,611,73286,366,38330
487,2022/03/17 15:00:00+00,11 and Under,229,240856,338,208835,,61,,73286,,38330
488,2022/03/18 15:00:00+00,11 and Under,335,241191,479,209314,,61,,73286,,38330
489,2022/03/19 15:00:00+00,11 and Under,178,241369,281,209595,,61,,73286,,38330
490,2022/03/20 15:00:00+00,11 and Under,72,241441,125,209720,,61,,73286,,38330
491,2022/03/21 15:00:00+00,11 and Under,151,241592,242,209962,,61,,73286,,38330
492,2021/03/23 15:00:00+00,18-49,15880,542266,5193,285851,405,22025,21478,326941,5598,100702
493,2021/03/24 15:00:00+00,18-49,17307,559573,6152,292003,407,22432,23866,350807,6559,107261
494,2021/03/25 15:00:00+00,18-49,18937,578510,5777,297780,864,23296,25578,376385,6641,113902
495,2021/03/26 15:00:00+00,18-49,16000,594510,6895,304675,1022,24318,23917,400302,7917,121819
496,2021/03/27 15:00:00+00,18-49,12223,606733,4464,309139,704,25022,17391,417693,5168,126987
497,2021/03/28 15:00:00+00,18-49,7710,614443,3370,312509,540,25562,11620,429313,3910,130897
498,2021/03/29 15:00:00+00,18-49,13296,627739,7629,320138,386,25948,21311,450624,8015,138912
499,2021/03/30 15:00:00+00,18-49,18495,646234,8005,328143,642,26590,27142,477766,8647,147559
500,2021/03/31 15:00:00+00,18-49,19634,665868,9858,338001,2564,29154,32056,509822,12422,159981
501,2021/04/01 15:00:00+00,18-49,20168,686036,12876,350877,2610,31764,35654,545476,15486,175467
502,2021/04/02 15:00:00+00,18-49,17046,703082,9782,360659,3092,34856,29920,575396,12874,188341
503,2021/04/03 15:00:00+00,18-49,12233,715315,6690,367349,2281,37137,21204,596600,8971,197312
504,2021/04/04 15:00:00+00,18-49,4894,720209,4057,371406,562,37699,9513,606113,4619,201931
505,2021/04/05 15:00:00+00,18-49,15788,735997,9497,380903,3228,40927,28513,634626,12725,214656
506,2021/04/06 15:00:00+00,18-49,22080,758077,10816,391719,5544,46471,38440,673066,16360,231016
507,2021/04/07 15:00:00+00,18-49,20131,778208,11804,403523,7091,53562,39026,712092,18895,249911
508,2021/04/08 15:00:00+00,18-49,23755,801963,13488,417011,7261,60823,44504,756596,20749,270660
509,2021/04/09 15:00:00+00,18-49,20362,822325,12801,429812,7501,68324,40664,797260,20302,290962
510,2021/04/10 15:00:00+00,18-49,13668,835993,10110,439922,4351,72675,28129,825389,14461,305423
511,2021/04/11 15:00:00+00,18-49,10796,846789,5996,445918,6777,79452,23569,848958,12773,318196
512,2021/04/12 15:00:00+00,18-49,15195,861984,14217,460135,6245,85697,35657,884615,20462,338658
513,2021/04/13 15:00:00+00,18-49,25349,887333,14901,475036,220,85917,40470,925085,15121,353779
514,2021/04/14 15:00:00+00,18-49,24739,912072,15117,490153,103,86020,39959,965044,15220,368999
515,2021/04/15 15:00:00+00,18-49,25769,937841,15299,505452,87,86107,41155,1006199,15386,384385
516,2021/04/16 15:00:00+00,18-49,22156,959997,15404,520856,11,86118,37571,1043770,15415,399800
517,2021/04/17 15:00:00+00,18-49,19844,979841,8908,529764,4,86122,28756,1072526,8912,408712
518,2021/04/18 15:00:00+00,18-49,12217,992058,7014,536778,4,86126,19235,1091761,7018,415730
519,2021/04/19 15:00:00+00,18-49,17588,1009646,14852,551630,25,86151,32465,1124226,14877,430607
520,2021/04/20 15:00:00+00,18-49,18039,1027685,17575,569205,9,86160,35623,1159849,17584,448191
521,2021/04/21 15:00:00+00,18-49,24183,1051868,20391,589596,12,86172,44586,1204435,20403,468594
522,2021/04/22 15:00:00+00,18-49,21626,1073494,18845,608441,14,86186,40485,1244920,18859,487453
523,2021/04/23 15:00:00+00,18-49,19750,1093244,18081,626522,12,86198,37843,1282763,18093,505546
524,2021/04/24 15:00:00+00,18-49,16330,1109574,14796,641318,48,86246,31174,1313937,14844,520390
525,2021/04/25 15:00:00+00,18-49,11846,1121420,4812,646130,12,86258,16670,1330607,4824,525214
526,2021/04/26 15:00:00+00,18-49,15992,1137412,15417,661547,94,86352,31503,1362110,15511,540725
527,2021/04/27 15:00:00+00,18-49,16051,1153463,17656,679203,588,86940,34295,1396405,18244,558969
528,2021/04/28 15:00:00+00,18-49,17192,1170655,20871,700074,722,87662,38785,1435190,21593,580562
529,2021/04/29 15:00:00+00,18-49,16112,1186767,21083,721157,768,88430,37963,1473153,21851,602413
530,2021/04/30 15:00:00+00,18-49,17368,1204135,18267,739424,855,89285,36490,1509643,19122,621535
531,2021/05/01 15:00:00+00,18-49,11952,1216087,14637,754061,588,89873,27177,1536820,15225,636760
532,2021/05/02 15:00:00+00,18-49,5902,1221989,9415,763476,497,90370,15814,1552634,9912,646672
533,2021/05/03 15:00:00+00,18-49,7551,1229540,15883,779359,1046,91416,24480,1577114,16929,663601
534,2021/05/04 15:00:00+00,18-49,7963,1237503,22703,802062,871,92287,31537,1608651,23574,687175
535,2021/05/05 15:00:00+00,18-49,10931,1248434,21409,823471,1024,93311,33364,1642015,22433,709608
536,2021/05/06 15:00:00+00,18-49,10044,1258478,23292,846763,874,94185,34210,1676225,24166,733774
537,2021/05/07 15:00:00+00,18-49,11073,1269551,21789,868552,1007,95192,33869,1710094,22796,756570
538,2021/05/08 15:00:00+00,18-49,6663,1276214,17728,886280,741,95933,25132,1735226,18469,775039
539,2022/03/22 15:00:00+00,11 and Under,199,241791,343,210305,,61,,73286,,38330
540,2022/03/23 15:00:00+00,11 and Under,199,241990,337,210642,1,62,537,73823,338,38668
541,2022/03/24 15:00:00+00,11 and Under,234,242224,333,210975,,62,,73823,,38668
542,2022/03/25 15:00:00+00,11 and Under,212,242436,416,211391,,62,,73823,,38668
543,2022/03/26 15:00:00+00,11 and Under,143,242579,245,211636,,62,,73823,,38668
544,2022/03/27 15:00:00+00,11 and Under,34,242613,88,211724,,62,,73823,,38668
545,2022/03/28 15:00:00+00,11 and Under,136,242749,212,211936,,62,,73823,,38668
546,2022/03/29 15:00:00+00,11 and Under,192,242941,246,212182,,62,,73823,,38668
547,2022/03/30 15:00:00+00,11 and Under,185,243126,259,212441,,62,,73823,,38668
548,2022/03/31 15:00:00+00,11 and Under,180,243306,267,212708,,62,,73823,,38668
549,2022/04/01 15:00:00+00,11 and Under,253,243559,311,213019,,62,,73823,,38668
550,2022/04/02 15:00:00+00,11 and Under,117,243676,139,213158,,62,,73823,,38668
551,2022/04/03 15:00:00+00,11 and Under,46,243722,82,213240,,62,,73823,,38668
552,2022/04/04 15:00:00+00,11 and Under,128,243850,148,213388,,62,,73823,,38668
553,2022/04/05 15:00:00+00,11 and Under,160,244010,145,213533,,62,,73823,,38668
554,2022/04/06 15:00:00+00,11 and Under,171,244181,184,213717,,62,,73823,,38668
555,2022/04/07 15:00:00+00,11 and Under,173,244354,192,213909,,62,,73823,,38668
556,2022/04/08 15:00:00+00,11 and Under,179,244533,266,214175,,62,,73823,,38668
557,2022/04/09 15:00:00+00,11 and Under,89,244622,150,214325,,62,,73823,,38668
558,2022/04/10 15:00:00+00,11 and Under,34,244656,41,214366,,62,,73823,,38668
559,2022/04/11 15:00:00+00,11 and Under,172,244828,158,214524,,62,,73823,,38668
560,2022/04/12 15:00:00+00,11 and Under,214,245042,230,214754,,62,,73823,,38668
561,2022/04/13 15:00:00+00,11 and Under,156,245198,197,214951,,62,,73823,,38668
562,2022/04/14 15:00:00+00,11 and Under,202,245400,188,215139,,62,,73823,,38668
563,2022/04/15 15:00:00+00,11 and Under,192,245592,183,215322,,62,,73823,,38668
564,2022/04/16 15:00:00+00,11 and Under,72,245664,95,215417,,62,,73823,,38668
565,2022/04/17 15:00:00+00,11 and Under,11,245675,16,215433,,62,,73823,,38668
566,2022/04/18 15:00:00+00,11 and Under,120,245795,153,215586,,62,,73823,,38668
567,2022/04/19 15:00:00+00,11 and Under,121,245916,134,215720,,62,,73823,,38668
568,2022/04/20 15:00:00+00,11 and Under,67,245983,89,215809,,62,,73823,,38668
569,2021/05/22 15:00:00+00,12-17,6781,154458,1437,52851,,82,,43579,,11213
570,2021/05/23 15:00:00+00,12-17,3415,157873,859,53710,,82,,43579,,11213
571,2021/05/24 15:00:00+00,12-17,4053,161926,809,54519,,82,,43579,,11213
572,2021/05/25 15:00:00+00,12-17,3373,165299,1113,55632,1,83,4487,48066,1114,12327
573,2021/05/26 15:00:00+00,12-17,8614,173913,1849,57481,,83,,48066,,12327
574,2021/05/27 15:00:00+00,12-17,2575,176488,1053,58534,1,84,3629,51695,1054,13381
575,2021/05/28 15:00:00+00,12-17,2991,179479,892,59426,,84,,51695,,13381
576,2021/05/29 15:00:00+00,12-17,2987,182466,820,60246,,84,,51695,,13381
577,2021/05/30 15:00:00+00,12-17,1423,183889,463,60709,,84,,51695,,13381
578,2021/05/31 15:00:00+00,12-17,284,184173,202,60911,,84,,51695,,13381
579,2021/06/01 15:00:00+00,12-17,2034,186207,1071,61982,,84,,51695,,13381
580,2021/06/02 15:00:00+00,12-17,3425,189632,2412,64394,,84,,51695,,13381
581,2021/06/03 15:00:00+00,12-17,1718,191350,8891,73285,,84,,51695,,13381
582,2021/06/04 15:00:00+00,12-17,1798,193148,9022,82307,4,88,10824,62519,9026,22407
583,2021/06/05 15:00:00+00,12-17,2209,195357,10821,93128,,88,,62519,,22407
584,2021/06/06 15:00:00+00,12-17,1096,196453,3827,96955,,88,,62519,,22407
585,2021/06/07 15:00:00+00,12-17,1718,198171,7576,104531,,88,,62519,,22407
586,2021/06/08 15:00:00+00,12-17,1631,199802,8783,113314,1,89,10415,72934,8784,31191
587,2021/06/09 15:00:00+00,12-17,2694,202496,13113,126427,,89,,72934,,31191
588,2021/06/10 15:00:00+00,12-17,1749,204245,7697,134124,1,90,9447,82381,7698,38889
589,2021/06/11 15:00:00+00,12-17,2032,206277,6069,140193,,90,,82381,,38889
590,2021/06/12 15:00:00+00,12-17,1497,207774,6285,146478,1,91,7783,90164,6286,45175
591,2021/06/13 15:00:00+00,12-17,408,208182,3042,149520,,91,,90164,,45175
592,2021/06/14 15:00:00+00,12-17,1478,209660,3235,152755,,91,,90164,,45175
593,2021/06/15 15:00:00+00,12-17,1395,211055,4093,156848,,91,,90164,,45175
594,2021/06/16 15:00:00+00,12-17,2133,213188,8299,165147,,91,,90164,,45175
595,2021/06/17 15:00:00+00,12-17,1709,214897,2899,168046,1,92,4609,94773,2900,48075
596,2021/06/18 15:00:00+00,12-17,1583,216480,2989,171035,1,93,4573,99346,2990,51065
597,2021/06/19 15:00:00+00,12-17,1178,217658,2828,173863,,93,,99346,,51065
598,2021/06/20 15:00:00+00,12-17,605,218263,1270,175133,,93,,99346,,51065
599,2021/06/21 15:00:00+00,12-17,1462,219725,889,176022,,93,,99346,,51065
600,2021/06/22 15:00:00+00,12-17,1313,221038,2024,178046,1,94,3338,102684,2025,53090
601,2021/06/23 15:00:00+00,12-17,1735,222773,3198,181244,,94,,102684,,53090
602,2021/06/24 15:00:00+00,12-17,1359,224132,1629,182873,,94,,102684,,53090
603,2021/06/25 15:00:00+00,12-17,1346,225478,1625,184498,,94,,102684,,53090
604,2021/06/26 15:00:00+00,12-17,871,226349,1930,186428,,94,,102684,,53090
605,2021/06/27 15:00:00+00,12-17,645,226994,895,187323,,94,,102684,,53090
606,2021/06/28 15:00:00+00,12-17,1224,228218,1784,189107,1,95,3009,105693,1785,54875
607,2021/06/29 15:00:00+00,12-17,1175,229393,1562,190669,,95,,105693,,54875
608,2021/06/30 15:00:00+00,12-17,1487,230880,2373,193042,,95,,105693,,54875
609,2021/07/01 15:00:00+00,12-17,1251,232131,1673,194715,2,97,2926,108619,1675,56550
610,2021/07/02 15:00:00+00,12-17,1151,233282,1763,196478,,97,,108619,,56550
611,2021/07/03 15:00:00+00,12-17,690,233972,1171,197649,1,98,1862,110481,1172,57722
612,2021/07/04 15:00:00+00,12-17,84,234056,126,197775,,98,,110481,,57722
613,2021/07/05 15:00:00+00,12-17,912,234968,930,198705,,98,,110481,,57722
614,2021/07/06 15:00:00+00,12-17,994,235962,1602,200307,,98,,110481,,57722
615,2021/07/07 15:00:00+00,12-17,1060,237022,1901,202208,,98,,110481,,57722
616,2021/07/08 15:00:00+00,12-17,1076,238098,1526,203734,,98,,110481,,57722
